date,state,district,mandi,crop,variety,grade,min_price,max_price,modal_price,arrivals_tonnes,temperature_c,rainfall_mm,humidity_pct,demand_score,msp,month,day_of_week
2025-06-16,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2447.63,2585.16,2513.12,44.1,36.8,5.9,45.8,110.6,2425,6,Monday
2025-06-17,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2430.38,2598.42,2510.4,47.3,34.3,0.0,42.3,108.7,2425,6,Tuesday
2025-06-18,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2441.23,2578.65,2506.67,48.3,37.0,0.0,37.9,108.8,2425,6,Wednesday
2025-06-19,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2431.92,2641.02,2531.49,52.5,34.5,3.4,43.8,111.4,2425,6,Thursday
2025-06-20,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2433.45,2672.18,2547.13,65.4,33.7,0.0,39.2,108.6,2425,6,Friday
2025-06-21,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2449.56,2666.09,2552.67,43.4,36.6,0.0,45.5,113.1,2425,6,Saturday
2025-06-22,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2449.03,2613.79,2527.49,13.3,35.3,0.0,40.3,108.0,2425,6,Sunday
2025-06-23,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2443.31,2604.84,2520.23,35.7,33.6,0.0,34.6,109.4,2425,6,Monday
2025-06-24,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2437.65,2605.8,2517.72,31.6,33.0,4.9,43.5,105.0,2425,6,Tuesday
2025-06-25,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2404.68,2635.49,2514.59,53.5,34.7,0.0,43.0,108.7,2425,6,Wednesday
2025-06-26,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2411.99,2642.48,2521.75,46.9,33.7,0.0,41.3,108.2,2425,6,Thursday
2025-06-27,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2464.05,2633.33,2544.66,44.6,33.4,0.0,38.3,118.3,2425,6,Friday
2025-06-28,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2468.7,2611.12,2536.52,43.3,35.3,0.0,41.0,104.3,2425,6,Saturday
2025-06-29,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2423.6,2659.89,2536.12,11.5,32.9,6.7,44.3,105.2,2425,6,Sunday
2025-06-30,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2437.38,2609.6,2519.39,28.4,34.1,1.7,35.2,103.7,2425,6,Monday
2025-07-01,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2428.58,2665.02,2541.17,34.5,32.5,0.0,60.8,106.6,2425,7,Tuesday
2025-07-02,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2466.25,2625.45,2542.06,42.9,31.5,7.0,66.4,108.6,2425,7,Wednesday
2025-07-03,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,,,2566.17,43.5,33.7,0.0,55.1,109.8,2425,7,Thursday
2025-07-04,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2460.22,2683.7,2566.64,37.7,34.1,0.0,63.5,108.8,2425,7,Friday
2025-07-05,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2483.98,2665.84,2570.58,42.5,33.1,1.8,63.2,103.1,2425,7,Saturday
2025-07-06,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2499.19,2715.66,2602.27,14.0,35.6,28.7,68.1,115.5,2425,7,Sunday
2025-07-07,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2503.11,2646.69,2571.48,37.8,31.7,0.0,58.0,103.5,2425,7,Monday
2025-07-08,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2485.2,2703.6,2589.2,28.8,32.6,8.1,61.8,108.9,2425,7,Tuesday
2025-07-09,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2437.72,2672.17,2549.36,42.4,31.4,0.0,60.1,103.3,2425,7,Wednesday
2025-07-10,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2451.94,2631.32,2537.36,42.8,31.2,0.0,55.7,99.1,2425,7,Thursday
2025-07-11,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2456.4,2627.7,2537.97,42.6,30.7,0.0,60.9,101.3,2425,7,Friday
2025-07-12,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2450.16,2623.18,2532.55,36.4,31.3,0.0,49.7,104.7,2425,7,Saturday
2025-07-13,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2416.07,2654.7,2529.7,,33.0,0.0,57.9,107.3,2425,7,Sunday
2025-07-14,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2460.24,2622.59,2537.55,39.0,33.7,0.0,59.0,109.3,2425,7,Monday
2025-07-15,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2456.81,2627.3,2538.0,33.1,33.3,4.1,63.1,104.9,2425,7,Tuesday
2025-07-16,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2478.38,2663.03,2566.31,35.3,33.4,0.0,58.9,109.5,2425,7,Wednesday
2025-07-17,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2445.01,2673.7,2553.91,47.9,30.7,0.0,62.6,104.5,2425,7,Thursday
2025-07-18,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2484.59,2712.99,2593.35,38.2,31.5,4.6,55.9,106.5,2425,7,Friday
2025-07-19,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2507.35,2664.3,2582.09,28.5,32.2,2.8,58.2,107.0,2425,7,Saturday
2025-07-20,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2499.54,2656.86,2574.45,7.9,33.4,0.0,56.3,104.4,2425,7,Sunday
2025-07-21,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2468.41,2679.29,2568.83,34.1,35.3,0.0,59.5,100.9,2425,7,Monday
2025-07-22,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2460.89,2696.13,2572.91,32.7,30.7,2.5,56.6,106.3,2425,7,Tuesday
2025-07-23,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2461.57,2680.05,2565.61,41.3,31.4,0.0,52.7,108.7,2425,7,Wednesday
2025-07-24,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2489.56,2677.47,2579.04,36.8,28.7,21.1,67.4,107.2,2425,7,Thursday
2025-07-25,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2504.13,2641.51,2569.55,36.9,31.4,0.0,57.6,109.1,2425,7,Friday
2025-07-26,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2508.42,2643.91,2572.94,23.5,30.7,0.0,56.0,112.8,2425,7,Saturday
2025-07-27,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2478.48,2620.69,2546.2,,31.4,0.0,57.2,104.2,2425,7,Sunday
2025-07-28,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2487.29,2656.36,2567.8,30.8,32.1,5.5,56.6,116.3,2425,7,Monday
2025-07-29,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2434.57,2651.03,2537.65,45.1,33.5,0.0,54.8,106.9,2425,7,Tuesday
2025-07-30,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2443.38,2636.46,2535.32,27.5,29.3,0.0,56.8,100.4,2425,7,Wednesday
2025-07-31,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2470.73,2652.95,2557.5,27.4,32.4,1.3,62.2,110.1,2425,7,Thursday
2025-08-01,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2457.47,2639.2,2544.01,42.4,31.1,0.0,62.4,102.2,2425,8,Friday
2025-08-02,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2455.5,2686.05,2565.29,40.8,32.3,0.0,59.6,113.3,2425,8,Saturday
2025-08-03,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2499.77,2644.78,2568.82,10.8,29.5,0.0,58.3,108.9,2425,8,Sunday
2025-08-04,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2504.75,2649.15,2573.51,43.8,30.3,0.0,59.1,110.6,2425,8,Monday
2025-08-05,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2447.58,2664.17,2550.72,37.8,31.9,3.8,65.4,100.8,2425,8,Tuesday
2025-08-06,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2512.58,2692.07,2598.05,29.8,28.7,8.3,64.5,106.8,2425,8,Wednesday
2025-08-07,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2510.71,2705.8,2603.61,25.8,29.8,0.6,60.4,107.7,2425,8,Thursday
2025-08-08,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2535.07,2726.21,2626.09,47.1,30.7,0.0,65.6,117.9,2425,8,Friday
2025-08-09,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2502.68,2747.54,2619.28,46.0,31.0,0.0,59.6,114.5,2425,8,Saturday
2025-08-10,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2512.76,2729.9,2616.16,12.9,32.3,3.0,63.2,111.6,2425,8,Sunday
2025-08-11,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2479.01,2713.09,2590.48,37.5,33.6,0.0,60.9,95.1,2425,8,Monday
2025-08-12,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2524.63,2716.45,2615.97,41.5,30.4,6.7,65.1,103.9,2425,8,Tuesday
2025-08-13,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2520.54,2756.79,2633.04,39.8,30.7,0.0,59.3,104.4,2425,8,Wednesday
2025-08-14,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2523.87,2763.67,2638.06,44.8,31.6,0.0,65.0,110.7,2425,8,Thursday
2025-08-15,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2531.71,2770.35,2645.35,54.3,29.1,6.8,65.2,108.7,2425,8,Friday
2025-08-16,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2538.2,2727.48,2628.33,41.2,27.4,0.0,66.6,108.3,2425,8,Saturday
2025-08-17,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2527.36,2673.38,2596.89,,31.1,0.0,60.4,99.9,2425,8,Sunday
2025-08-18,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2558.27,2697.38,2624.51,36.9,30.3,6.6,67.7,114.5,2425,8,Monday
2025-08-19,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2529.16,2765.91,2641.9,40.3,31.6,0.0,57.8,115.5,2425,8,Tuesday
2025-08-20,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2483.0,2716.31,2594.1,52.9,28.6,0.0,63.3,99.6,2425,8,Wednesday
2025-08-21,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2523.03,2745.42,2628.93,38.3,30.4,2.7,63.3,110.1,2425,8,Thursday
2025-08-22,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2530.82,2699.51,2611.15,40.1,30.3,3.3,63.7,103.9,2425,8,Friday
2025-08-23,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2501.78,2748.93,2619.47,32.9,30.0,13.4,74.9,102.4,2425,8,Saturday
2025-08-24,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2538.62,2734.13,2631.72,,31.6,0.0,61.4,102.5,2425,8,Sunday
2025-08-25,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2572.69,2747.49,2655.93,22.5,29.1,0.0,62.8,105.5,2425,8,Monday
2025-08-26,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2570.49,2751.14,2656.51,40.8,30.6,0.0,57.8,110.4,2425,8,Tuesday
2025-08-27,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2541.65,2790.75,2660.27,26.7,34.4,0.0,59.6,115.0,2425,8,Wednesday
2025-08-28,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2560.06,2702.94,2628.1,33.0,27.7,3.1,60.3,106.5,2425,8,Thursday
2025-08-29,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2512.03,2754.24,2627.37,34.6,31.6,8.0,64.5,103.4,2425,8,Friday
2025-08-30,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2577.08,2732.13,2650.91,31.3,31.5,8.3,69.0,108.2,2425,8,Saturday
2025-08-31,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2530.22,2771.21,2644.98,,32.3,26.4,78.5,105.1,2425,8,Sunday
2025-09-01,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2556.9,2749.24,2648.49,31.4,29.9,0.0,47.9,108.5,2425,9,Monday
2025-09-02,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2585.58,2750.7,2664.21,42.3,33.4,0.0,55.6,111.3,2425,9,Tuesday
2025-09-03,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2550.1,2779.92,2659.54,60.3,31.8,0.0,52.0,108.6,2425,9,Wednesday
2025-09-04,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2562.42,2752.74,2653.05,45.0,31.1,0.0,49.3,109.2,2425,9,Thursday
2025-09-05,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2570.85,2715.96,2639.95,26.2,27.2,0.0,47.8,102.9,2425,9,Friday
2025-09-06,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2574.57,2741.66,2654.14,38.8,30.8,0.0,49.1,99.8,2425,9,Saturday
2025-09-07,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2575.47,2813.84,2688.98,13.5,28.6,0.0,53.4,103.5,2425,9,Sunday
2025-09-08,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2562.21,2758.23,2655.55,43.2,28.6,0.0,48.4,102.6,2425,9,Monday
2025-09-09,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2527.84,2769.09,2642.72,23.6,29.0,1.2,52.1,104.1,2425,9,Tuesday
2025-09-10,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2539.45,2773.73,2651.01,24.2,28.9,9.8,52.0,109.2,2425,9,Wednesday
2025-09-11,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2560.2,2718.71,2635.68,29.7,31.5,0.0,50.3,101.4,2425,9,Thursday
2025-09-12,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2555.32,2769.19,2657.16,52.4,31.2,0.0,52.9,105.0,2425,9,Friday
2025-09-13,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2566.76,2775.95,2666.37,37.4,29.3,0.0,52.4,105.7,2425,9,Saturday
2025-09-14,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2576.98,2718.46,2644.35,,28.9,0.0,47.6,100.9,2425,9,Sunday
2025-09-15,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2613.33,2755.77,2681.16,36.1,32.0,0.0,54.0,102.2,2425,9,Monday
2025-09-16,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2577.85,2787.35,2677.61,39.8,30.0,0.0,49.2,103.0,2425,9,Tuesday
2025-09-17,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2548.92,2753.69,2646.43,36.7,29.5,0.0,42.8,99.8,2425,9,Wednesday
2025-09-18,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2617.5,2805.53,2707.04,35.4,29.0,0.0,51.8,109.1,2425,9,Thursday
2025-09-19,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2548.72,2785.64,2661.54,49.2,28.8,0.0,51.0,104.3,2425,9,Friday
2025-09-20,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2580.99,2743.32,2658.29,38.7,29.2,0.0,49.8,98.1,2425,9,Saturday
2025-09-21,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2539.37,2788.22,2657.87,10.4,26.6,0.0,50.1,97.5,2425,9,Sunday
2025-09-22,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2539.22,2736.28,2633.06,48.2,28.3,0.0,48.4,106.1,2425,9,Monday
2025-09-23,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2555.23,2748.52,2647.27,32.8,27.6,0.0,52.6,108.4,2425,9,Tuesday
2025-09-24,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2551.32,2750.4,2646.12,36.4,29.6,0.0,53.4,100.9,2425,9,Wednesday
2025-09-25,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2556.77,2787.52,2666.65,41.3,28.6,0.0,52.4,115.0,2425,9,Thursday
2025-09-26,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,,,2633.18,33.0,29.9,16.4,55.4,99.5,2425,9,Friday
2025-09-27,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2581.52,2758.03,2665.57,51.4,30.4,0.0,44.7,108.9,2425,9,Saturday
2025-09-28,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2588.58,2730.71,2656.26,,27.5,0.0,49.5,97.6,2425,9,Sunday
2025-09-29,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2577.36,2792.38,2679.75,38.1,27.9,0.0,49.8,110.8,2425,9,Monday
2025-09-30,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2567.73,2779.16,2668.41,49.8,26.8,7.2,53.7,104.8,2425,9,Tuesday
2025-10-01,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2606.75,2768.98,2684.0,35.3,26.6,0.0,38.0,112.0,2425,10,Wednesday
2025-10-02,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2590.13,2792.74,2686.61,30.4,27.1,0.0,42.0,113.7,2425,10,Thursday
2025-10-03,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2555.96,2781.77,2663.49,41.2,26.8,5.8,36.0,111.4,2425,10,Friday
2025-10-04,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2532.63,2781.35,2651.07,41.4,25.3,0.0,37.5,109.1,2425,10,Saturday
2025-10-05,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2539.13,2734.78,2632.3,36.2,25.3,0.0,36.2,105.1,2425,10,Sunday
2025-10-06,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2581.92,2721.67,2648.47,44.4,24.7,0.0,35.3,102.4,2425,10,Monday
2025-10-07,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2567.33,2730.88,2645.21,39.4,27.3,0.0,37.1,106.6,2425,10,Tuesday
2025-10-08,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2540.54,2724.06,2627.93,39.4,25.5,0.0,36.0,108.4,2425,10,Wednesday
2025-10-09,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2560.52,2740.28,2646.12,55.1,26.1,0.0,38.4,110.7,2425,10,Thursday
2025-10-10,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2502.26,2716.57,2604.31,39.0,24.6,0.0,41.0,101.3,2425,10,Friday
2025-10-11,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2535.54,2705.41,2616.43,42.6,26.6,0.0,35.5,108.3,2425,10,Saturday
2025-10-12,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2513.71,2718.02,2611.0,15.1,27.0,0.0,36.5,110.8,2425,10,Sunday
2025-10-13,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2490.07,2699.23,2589.67,39.2,27.2,0.0,41.9,105.3,2425,10,Monday
2025-10-14,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2507.28,2734.4,2615.43,35.9,25.5,0.0,37.5,107.1,2425,10,Tuesday
2025-10-15,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2561.37,2703.2,2628.91,33.9,25.6,0.0,38.7,110.4,2425,10,Wednesday
2025-10-16,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2569.76,2711.58,2637.29,43.5,24.3,0.0,39.7,114.6,2425,10,Thursday
2025-10-17,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2552.0,2725.0,2634.38,42.9,23.2,0.0,39.2,107.0,2425,10,Friday
2025-10-18,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2576.95,2791.11,2678.93,28.4,24.2,7.2,39.7,122.2,2425,10,Saturday
2025-10-19,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2554.37,2792.47,2667.75,29.7,21.9,0.0,38.9,113.9,2425,10,Sunday
2025-10-20,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,,,2634.42,32.3,24.8,0.0,45.2,110.5,2425,10,Monday
2025-10-21,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2539.23,2734.19,2632.07,29.1,21.6,0.0,32.2,107.2,2425,10,Tuesday
2025-10-22,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2536.92,2717.84,2623.07,34.4,22.0,0.0,34.3,112.4,2425,10,Wednesday
2025-10-23,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2472.82,2688.44,2575.5,39.7,23.5,0.0,37.0,94.9,2425,10,Thursday
2025-10-24,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2518.12,2709.72,2609.36,27.1,22.9,0.0,32.5,112.4,2425,10,Friday
2025-10-25,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2499.44,2713.85,2601.54,35.4,23.0,4.6,32.0,109.2,2425,10,Saturday
2025-10-26,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2477.53,2711.05,2588.73,44.2,22.4,0.0,39.4,105.2,2425,10,Sunday
2025-10-27,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2484.26,2675.43,2575.29,38.2,20.4,0.0,32.6,102.8,2425,10,Monday
2025-10-28,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2479.95,2695.01,2582.36,36.5,21.0,0.0,34.6,101.3,2425,10,Tuesday
2025-10-29,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2511.33,2666.81,2585.37,35.5,21.9,0.0,41.2,102.5,2425,10,Wednesday
2025-10-30,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2523.39,2663.46,2590.09,37.6,21.1,0.0,37.0,110.0,2425,10,Thursday
2025-10-31,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2480.48,2658.75,2565.37,40.3,20.6,1.0,40.7,106.5,2425,10,Friday
2025-11-01,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2433.48,2649.99,2536.58,34.3,22.8,0.0,32.3,104.5,2425,11,Saturday
2025-11-02,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2440.19,2671.13,2550.16,12.1,20.9,0.0,31.9,110.7,2425,11,Sunday
2025-11-03,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2436.64,2637.06,2532.08,35.6,21.1,0.0,29.3,101.3,2425,11,Monday
2025-11-04,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2437.65,2623.4,2526.1,45.4,19.0,0.0,27.0,102.8,2425,11,Tuesday
2025-11-05,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,,,2542.84,24.6,19.0,0.0,30.3,103.5,2425,11,Wednesday
2025-11-06,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2509.81,2670.79,2586.47,56.7,20.3,0.0,31.3,108.4,2425,11,Thursday
2025-11-07,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2506.18,2737.28,2616.23,45.3,16.7,0.0,33.4,115.7,2425,11,Friday
2025-11-08,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2523.79,2670.44,2593.62,50.3,19.2,0.0,33.3,108.4,2425,11,Saturday
2025-11-09,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2519.62,2733.89,2621.65,,20.1,0.0,29.3,109.3,2425,11,Sunday
2025-11-10,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2537.56,2725.39,2627.0,42.0,21.5,0.0,30.0,110.8,2425,11,Monday
2025-11-11,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2567.38,2782.23,2669.69,37.8,19.5,0.0,32.3,112.6,2425,11,Tuesday
2025-11-12,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2559.99,2725.09,2638.61,26.0,17.7,0.0,30.8,110.3,2425,11,Wednesday
2025-11-13,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2526.61,2736.13,2626.38,47.4,19.1,0.0,34.3,111.9,2425,11,Thursday
2025-11-14,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2542.74,2732.54,2633.12,55.6,20.7,0.0,29.0,103.6,2425,11,Friday
2025-11-15,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2497.27,2717.7,2602.24,47.4,17.9,0.0,30.9,100.6,2425,11,Saturday
2025-11-16,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2538.05,2685.39,2608.21,38.1,18.9,0.0,27.3,107.1,2425,11,Sunday
2025-11-17,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,,,2602.18,36.1,19.6,0.0,34.1,104.0,2425,11,Monday
2025-11-18,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2508.37,2743.4,2620.29,33.3,17.8,0.0,30.3,98.5,2425,11,Tuesday
2025-11-19,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2564.81,2765.53,2660.39,25.0,16.6,0.0,30.3,109.5,2425,11,Wednesday
2025-11-20,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2582.37,2806.37,2689.04,44.1,17.8,0.0,28.5,120.4,2425,11,Thursday
2025-11-21,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2575.93,2735.34,2651.84,23.7,16.2,0.0,31.6,106.7,2425,11,Friday
2025-11-22,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2521.54,2744.69,2627.8,37.1,19.0,0.0,32.2,106.7,2425,11,Saturday
2025-11-23,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2560.68,2744.56,2648.24,14.8,18.1,0.0,36.2,117.9,2425,11,Sunday
2025-11-24,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2519.29,2764.07,2635.85,33.7,16.5,0.0,34.8,104.7,2425,11,Monday
2025-11-25,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2534.01,2784.16,2653.13,32.5,20.5,0.0,31.6,104.9,2425,11,Tuesday
2025-11-26,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2562.74,2737.11,2645.77,53.0,18.0,0.0,27.2,109.0,2425,11,Wednesday
2025-11-27,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2561.22,2782.16,2666.43,61.0,18.4,0.0,28.1,122.1,2425,11,Thursday
2025-11-28,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2534.98,2720.26,2623.21,42.3,16.8,0.0,31.1,109.5,2425,11,Friday
2025-11-29,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2507.86,2720.54,2609.14,43.5,14.3,0.0,36.3,110.7,2425,11,Saturday
2025-11-30,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2503.98,2705.96,2600.16,39.6,14.8,0.0,31.0,100.8,2425,11,Sunday
2025-12-01,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2524.03,2767.14,2639.8,32.1,15.0,0.0,33.1,108.4,2425,12,Monday
2025-12-02,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2538.25,2731.01,2630.04,40.8,14.3,0.0,34.7,112.2,2425,12,Tuesday
2025-12-03,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2523.37,2743.83,2628.35,39.3,17.1,0.0,31.8,103.3,2425,12,Wednesday
2025-12-04,Rajasthan,Bundi,Bundi,Wheat,Dara,Average,2499.48,2741.97,2614.95,50.4,16.1,0.0,35.8,104.8,2425,12,Thursday
